city,county,place_fips,metro_status,population,property_tax,gen_sales_tax,total_taxes,tax_per_capita,lt_debt_os,st_debt_os,total_debt_os,debt_per_capita,sales_tax_rate,taxable_sales,taxable_sales_per_capita,business_outlets,sales_tax_alloc_2019,sales_tax_alloc_2023,salestax_growth_19_23_pct
CAMP WOOD,Real,12388,Non-Metro,720,2853000.0,909000.0,4055000.0,5631.944444444444,754000.0,0.0,754000.0,1047.2222222222222,1.0,11366420.0,15786.694444444445,302.0,72742.4,100221.53,37.77594635315855
PECAN HILL,Ellis,56485,Metro,714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,164340.0,230.16806722689077,92.0,10280.71,27206.94,164.6406717045807
ZAVALLA,Angelina,80728,Non-Metro,712,74000.0,169000.0,243000.0,341.29213483146066,828000.0,0.0,828000.0,1162.9213483146068,1.5,10229442.0,14367.193820224718,236.0,120874.13,176010.92,45.61504599867648
NORMANGEE,Leon,51840,Non-Metro,710,2645000.0,843000.0,3759000.0,5294.366197183099,367000.0,0.0,367000.0,516.9014084507043,1.25,20017175.0,28193.204225352114,574.0,229063.4,310347.38,35.48536344086398
BARDWELL,Ellis,05612,Metro,709,50000.0,12000.0,75000.0,105.78279266572638,34000.0,0.0,34000.0,47.95486600846262,1.0,210692.0,297.16784203102964,28.0,22771.78,23921.65,5.049539386029562
HILLCREST VILLAGE,Brazoria,34018,Metro,706,282000.0,0.0,288000.0,407.93201133144476,65000.0,0.0,65000.0,92.06798866855524,,,,,,,
FALLS CITY,Karnes,25392,Non-Metro,706,140000.0,112000.0,254000.0,359.77337110481585,15000.0,9000.0,24000.0,33.994334277620396,1.0,8612641.0,12199.20821529745,396.0,73726.92,113210.05,53.55320688833876
OAK GROVE,Kaufman,52902,Metro,704,233000.0,311000.0,650000.0,923.2954545454545,367000.0,0.0,367000.0,521.3068181818181,,,,,,,
TRENTON,Fannin,73592,Non-Metro,701,256000.0,157000.0,413000.0,589.1583452211127,0.0,0.0,0.0,0.0,1.5,18294543.0,26097.77888730385,588.0,299126.87,274668.46,-8.176600784810798
LONE OAK,Hunt,43636,Non-Metro,699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,12584604.0,18003.72532188841,486.0,108718.4,205181.63,88.72760268730961
BIG WELLS,Dimmit,08260,Non-Metro,690,67000.0,40000.0,118000.0,171.0144927536232,0.0,0.0,0.0,0.0,1.0,1459072.0,2114.597101449275,70.0,43549.36,35228.44,-19.10687091612827
CHILLICOTHE,Hardeman,14680,Non-Metro,686,95000.0,81000.0,176000.0,256.5597667638484,0.0,0.0,0.0,0.0,1.25,7381581.0,10760.322157434402,144.0,81190.83,90203.19,11.10021907646467
DETROIT,Red River,20128,Non-Metro,684,109000.0,100000.0,210000.0,307.0175438596491,96000.0,0.0,96000.0,140.35087719298247,1.5,7434551.0,10869.226608187135,260.0,46067.42,110903.18,140.74102695570969
BEASLEY,Fort Bend,06272,Metro,679,163000.0,253000.0,456000.0,671.5758468335788,270000.0,0.0,270000.0,397.6435935198822,2.0,25390126.0,37393.41089837997,330.0,217562.46,391611.44,79.9995458775379
WESTOVER HILLS,Tarrant,77788,Metro,679,2452000.0,0.0,2452000.0,3611.1929307805594,4681000.0,0.0,4681000.0,6893.961708394698,,,,,,,
KRESS,Swisher,39904,Non-Metro,678,2853000.0,909000.0,4055000.0,5980.825958702065,754000.0,0.0,754000.0,1112.094395280236,1.0,670832.0,989.4277286135693,168.0,11536.73,23092.28,100.16313114721416
STRAWN,Palo Pinto,70580,Non-Metro,674,2853000.0,909000.0,4055000.0,6016.320474777448,754000.0,0.0,754000.0,1118.6943620178042,1.5,8378923.0,12431.63649851632,218.0,123925.6,133480.54,7.710222907938313
PETROLIA,Clay,57044,Non-Metro,671,104000.0,40000.0,184000.0,274.21758569299556,0.0,0.0,0.0,0.0,1.0,4206917.0,6269.622950819672,106.0,32495.79,46551.92,43.25523398569475
NEW CHAPEL HILL,Smith,50876,Metro,667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4342801.0,6510.946026986507,72.0,16524.07,31844.33,92.71480936597341
HAPPY,Swisher,32156,Non-Metro,666,2853000.0,909000.0,4055000.0,6088.588588588588,754000.0,0.0,754000.0,1132.132132132132,1.0,1327465.0,1993.1906906906906,206.0,52383.53,43609.83,-16.748966707665552
SUNSET VALLEY,Travis,71324,Metro,662,0.0,5105000.0,6256000.0,9450.151057401812,0.0,0.0,0.0,0.0,1.875,744306601.0,1124330.2129909366,1140.0,6034544.32,7098973.0,17.638923894753987
SILVERTON,Briscoe,67904,Non-Metro,660,148000.0,66000.0,214000.0,324.24242424242425,32000.0,0.0,32000.0,48.484848484848484,1.75,5634316.0,8536.842424242424,190.0,86990.84,111777.19,28.493057429954703
POINT COMFORT,Calhoun,58568,Non-Metro,652,878000.0,322000.0,1239000.0,1900.3067484662577,0.0,0.0,0.0,0.0,1.0,121534753.0,186402.995398773,182.0,294542.02,209408.8,-28.903590733845046
AMHERST,Lamb,03084,Non-Metro,652,130000.0,19000.0,188000.0,288.34355828220856,155000.0,0.0,155000.0,237.73006134969324,1.25,290845.0,446.0812883435583,98.0,28079.33,30981.9,10.337034395051447
PATTISON,Waller,56108,Non-Metro,646,0.0,155000.0,155000.0,239.93808049535605,0.0,0.0,0.0,0.0,2.0,9005047.0,13939.701238390093,382.0,111772.18,235104.09,110.34222469312131
NEW HOPE,Collin,51036,Metro,641,174000.0,23000.0,197000.0,307.3322932917317,0.0,0.0,0.0,0.0,1.0,5618878.0,8765.800312012481,120.0,13108.39,36049.43,175.01035596286044
ROXTON,Lamar,63584,Non-Metro,640,2853000.0,909000.0,4055000.0,6335.9375,754000.0,0.0,754000.0,1178.125,1.0,899191.0,1404.9859375,142.0,20631.1,26909.66,30.43250238717277
FROST,Navarro,27768,Non-Metro,638,117000.0,30000.0,147000.0,230.4075235109718,0.0,0.0,0.0,0.0,1.0,382200.0,599.0595611285266,260.0,18989.87,39213.05,106.49456789330314
CAMPBELL,Hunt,12112,Non-Metro,634,72000.0,99000.0,173000.0,272.8706624605678,484000.0,0.0,484000.0,763.4069400630915,1.5,10988463.0,17331.960567823346,430.0,45981.04,128137.24,178.67407957714747
LADONIA,Fannin,40180,Non-Metro,634,73000.0,32000.0,123000.0,194.006309148265,0.0,0.0,0.0,0.0,1.0,2561258.0,4039.839116719243,260.0,27595.69,44637.18,61.75417248128241
GRAFORD,Palo Pinto,30380,Non-Metro,631,42000.0,148000.0,235000.0,372.42472266244056,382000.0,0.0,382000.0,605.3882725832012,1.5,6512845.0,10321.465927099842,316.0,116801.9,155295.35,32.956184788089935
NEW BERLIN,Guadalupe,50796,Metro,626,0.0,52000.0,79000.0,126.19808306709265,0.0,0.0,0.0,0.0,1.5,4211067.0,6726.944089456869,174.0,48491.83,135923.82,180.30251693945146
POST OAK BEND,Kaufman,59065,Metro,626,0.0,19000.0,19000.0,30.35143769968051,0.0,0.0,0.0,0.0,2.0,1063932.0,1699.5718849840255,130.0,23275.32,70013.15,200.80424243361637
HAWLEY,Jones,32840,Non-Metro,625,108000.0,58000.0,169000.0,270.4,11000.0,11000.0,22000.0,35.2,2.0,27322269.0,43715.6304,318.0,153771.83,419319.93,172.68969225377626
LOVELADY,Houston,44260,Non-Metro,623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,7091541.0,11382.890850722311,390.0,64413.41,102065.34,58.453558040165845
WINONA,Smith,79828,Metro,617,100000.0,179000.0,281000.0,455.4294975688817,933000.0,0.0,933000.0,1512.1555915721233,1.25,21351388.0,34605.16693679093,388.0,136883.13,209087.61,52.74899836086446
CUSHING,Nacogdoches,18224,Non-Metro,614,2853000.0,909000.0,4055000.0,6604.234527687297,754000.0,0.0,754000.0,1228.013029315961,1.0,8853242.0,14418.960912052118,356.0,68340.38,94905.05,38.87111836369654
ROBY,Fisher,62612,Non-Metro,613,116000.0,38000.0,154000.0,251.22349102773245,300000.0,0.0,300000.0,489.3964110929853,1.0,14013937.0,22861.234910277326,224.0,41419.45,65490.36,58.11499186976168
RULE,Haskell,63752,Non-Metro,611,97000.0,92000.0,195000.0,319.1489361702128,0.0,0.0,0.0,0.0,1.0,2732751.0,4472.587561374796,116.0,59960.89,41699.46,-30.455568621479767
GOLINDA,Falls,30092,Non-Metro,610,77000.0,72000.0,179000.0,293.44262295081967,0.0,0.0,0.0,0.0,1.5,8640892.0,14165.396721311476,130.0,46769.15,81544.04,74.35433400008337
MURCHISON,Henderson,50076,Non-Metro,610,0.0,132000.0,153000.0,250.81967213114754,0.0,0.0,0.0,0.0,2.0,9585084.0,15713.252459016394,304.0,110871.13,206271.35,86.04604282467402
INGLESIDE ON THE BAY,San Patricio,36020,Non-Metro,608,179000.0,30000.0,239000.0,393.0921052631579,1275000.0,0.0,1275000.0,2097.0394736842104,1.0,1038236.0,1707.625,82.0,22365.55,34275.87,53.252971646125424
MATADOR,Motley,47004,Non-Metro,605,2853000.0,909000.0,4055000.0,6702.479338842975,754000.0,0.0,754000.0,1246.280991735537,2.0,9458960.0,15634.644628099173,276.0,106795.73,155479.0,45.58540870501096
STAGECOACH,Montgomery,69932,Metro,604,312000.0,80000.0,432000.0,715.2317880794702,0.0,0.0,0.0,0.0,1.0,2584181.0,4278.445364238411,170.0,68657.16,71146.55,3.6258272261771376
PARADISE,Wise,55056,Non-Metro,594,135000.0,213000.0,378000.0,636.3636363636364,97000.0,0.0,97000.0,163.2996632996633,1.5,21725573.0,36575.03872053872,812.0,230193.28,409433.06,77.86490552634724
NOME,Jefferson,51720,Metro,592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5920698.0,10001.179054054053,236.0,53693.16,68498.85,27.574629617627277
VOLENTE,Travis,75752,Metro,589,328000.0,76000.0,483000.0,820.0339558573854,0.0,0.0,0.0,0.0,2.0,8985221.0,15255.0441426146,236.0,184213.19,252216.23,36.915402203284145
SURFSIDE BEACH,Brazoria,71384,Metro,589,859000.0,171000.0,1034000.0,1755.5178268251273,3322000.0,0.0,3322000.0,5640.067911714771,1.5,24262130.0,41192.07130730051,316.0,125820.81,264170.58,109.95778043393618
COLMESNEIL,Tyler,16048,Non-Metro,588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5465544.0,9295.142857142857,302.0,54517.69,82436.0,51.209634890986756
COVE,Chambers,17336,Non-Metro,586,2853000.0,909000.0,3871000.0,6605.80204778157,754000.0,0.0,754000.0,1286.6894197952217,1.0,3856359.0,6580.817406143345,254.0,47330.92,81691.3,72.59605348892437
ANNETTA NORTH,Parker,03340,Metro,583,0.0,35000.0,35000.0,60.03430531732418,0.0,0.0,0.0,0.0,1.5,180970.0,310.41166380789025,40.0,28477.45,58520.21,105.49666490503888
BUFFALO GAP,Taylor,11128,Metro,582,134000.0,200000.0,336000.0,577.319587628866,0.0,5048000.0,5048000.0,8673.539518900343,2.0,14661119.0,25190.926116838487,302.0,150900.23,237655.05,57.49150945628113
BALMORHEA,Reeves,05468,Non-Metro,579,44000.0,70000.0,114000.0,196.89119170984455,239000.0,0.0,239000.0,412.78065630397236,1.5,4249505.0,7339.386873920553,140.0,168955.01,139702.99,-17.313496652156108
ENCINAL,La Salle,24240,Non-Metro,578,2853000.0,909000.0,4055000.0,7015.570934256056,754000.0,0.0,754000.0,1304.4982698961937,2.0,25467499.0,44061.4169550173,198.0,438575.81,556620.14,26.915376386125818
MEADOW,Terry,47316,Non-Metro,577,227000.0,89000.0,355000.0,615.2512998266898,640000.0,0.0,640000.0,1109.1854419410745,1.0,246733.0,427.6135181975737,184.0,11708.86,96321.73,722.6396933604125
NIEDERWALD,Hays,51492,Metro,576,106000.0,81000.0,269000.0,467.0138888888889,367000.0,0.0,367000.0,637.1527777777778,1.0,6209918.0,10781.107638888889,246.0,51384.87,113183.23,120.26567353386315
SMILEY,Gonzales,68300,Non-Metro,576,44000.0,0.0,80000.0,138.88888888888889,0.0,0.0,0.0,0.0,1.0,2593536.0,4502.666666666667,136.0,25845.65,36936.97,42.913681799451744
GREY FOREST,Bexar,31100,Metro,575,53000.0,27000.0,80000.0,139.1304347826087,10000.0,0.0,10000.0,17.391304347826086,1.25,81164.0,141.15478260869565,68.0,26897.68,50118.27,86.32934141531908
NEWCASTLE,Young,50868,Non-Metro,567,65000.0,1000.0,66000.0,116.4021164021164,512000.0,100000.0,612000.0,1079.3650793650793,1.5,6731682.0,11872.455026455027,180.0,62305.53,75239.83,20.759473517037737
LORAINE,Mitchell,43996,Non-Metro,567,0.0,0.0,11000.0,19.400352733686066,128000.0,0.0,128000.0,225.7495590828924,1.5,733529.0,1293.7019400352733,92.0,22243.81,42187.9,89.661303526689
HAWK COVE,Hunt,32810,Non-Metro,562,120000.0,63000.0,183000.0,325.62277580071174,4000000.0,0.0,4000000.0,7117.437722419929,1.0,1039051.0,1848.8451957295374,52.0,23492.32,25883.5,10.178560482745
THORNTONVILLE,Ward,72800,Non-Metro,558,2853000.0,909000.0,4055000.0,7267.025089605735,754000.0,0.0,754000.0,1351.2544802867383,1.0,4645185.0,8324.70430107527,114.0,148573.0,87015.91,-41.43221850538119
WICKETT,Ward,79036,Non-Metro,558,49000.0,470000.0,546000.0,978.494623655914,0.0,0.0,0.0,0.0,1.0,55329764.0,99157.28315412186,226.0,513480.03,308670.56,-39.88655021306282
DEPORT,Lamar,20020,Non-Metro,555,95000.0,79000.0,196000.0,353.15315315315314,0.0,0.0,0.0,0.0,1.5,4471791.0,8057.281081081081,106.0,30179.48,86648.68,187.1112424733627
LIVERPOOL,Brazoria,43120,Metro,553,45000.0,54000.0,99000.0,179.0235081374322,0.0,0.0,0.0,0.0,1.0,3717931.0,6723.202531645569,140.0,41421.03,75711.41,82.78495247462462
SAN PERLITA,Willacy,65636,Non-Metro,552,2853000.0,909000.0,4055000.0,7346.014492753623,754000.0,0.0,754000.0,1365.9420289855072,,,,,,,
ALBA,Wood,01636,Non-Metro,550,128000.0,181000.0,309000.0,561.8181818181819,670000.0,0.0,670000.0,1218.1818181818182,1.5,29537281.0,53704.14727272727,604.0,177630.86,370267.95,108.44798589614442
WEIR,Williamson,77056,Metro,549,88000.0,30000.0,118000.0,214.93624772313296,0.0,0.0,0.0,0.0,1.0,17667137.0,32180.57741347905,196.0,26564.18,146211.47,450.40836946595005
SNOOK,Burleson,68576,Non-Metro,548,73000.0,83000.0,156000.0,284.6715328467153,3648000.0,0.0,3648000.0,6656.934306569343,1.5,6299750.0,11495.89416058394,184.0,87680.94,97083.16,10.723219892487467
GROOM,Carson,31292,Non-Metro,547,230000.0,139000.0,369000.0,674.5886654478976,0.0,0.0,0.0,0.0,2.0,7667979.0,14018.243144424132,232.0,136588.64,159237.79,16.582015898247462
RIVERSIDE,Walker,62408,Non-Metro,547,49000.0,255000.0,338000.0,617.9159049360146,0.0,0.0,0.0,0.0,1.5,25548464.0,46706.5155393053,232.0,158850.84,237321.41,49.39890151037288
WESTON,Collin,77740,Metro,543,134000.0,14000.0,163000.0,300.1841620626151,0.0,0.0,0.0,0.0,1.0,1482615.0,2730.414364640884,126.0,8819.72,26657.86,202.2529059879452
WINFIELD,Titus,79720,Non-Metro,538,2853000.0,909000.0,4055000.0,7537.174721189591,754000.0,0.0,754000.0,1401.4869888475837,1.25,7748803.0,14402.979553903346,162.0,79006.11,104856.42,32.71938081750892
DELL CITY,Hudspeth,19708,Non-Metro,537,59000.0,26000.0,85000.0,158.28677839851025,40000.0,0.0,40000.0,74.487895716946,1.0,1069244.0,1991.1433891992551,112.0,53622.64,30432.5,-43.24691958471272
TEXLINE,Dallam,72476,Non-Metro,534,149000.0,58000.0,207000.0,387.64044943820227,48000.0,0.0,48000.0,89.88764044943821,1.0,9092642.0,17027.41947565543,244.0,44267.21,64952.5,46.7282442241108
BRYSON,Jack,10960,Non-Metro,533,81000.0,84000.0,180000.0,337.7110694183865,0.0,0.0,0.0,0.0,1.5,5258111.0,9865.12382739212,174.0,82354.77,88472.61,7.428640745399442
EASTON,Gregg,22192,Non-Metro,525,42000.0,17000.0,59000.0,112.38095238095238,84000.0,0.0,84000.0,160.0,1.0,4974428.0,9475.100952380952,38.0,31571.15,65887.51,108.69531201745895
THORNTON,Limestone,72788,Non-Metro,524,148000.0,89000.0,290000.0,553.4351145038167,401000.0,0.0,401000.0,765.2671755725191,1.0,2367231.0,4517.616412213741,134.0,20354.42,37164.35,82.58614099542017
MIAMI,Roberts,47988,Non-Metro,521,149000.0,34000.0,183000.0,351.2476007677543,40000.0,0.0,40000.0,76.77543186180422,2.0,2036454.0,3908.7408829174665,210.0,104066.88,86660.59,-16.72606116374394
BUCKHOLTS,Milam,11020,Non-Metro,518,43000.0,25000.0,91000.0,175.67567567567568,0.0,0.0,0.0,0.0,1.0,1558627.0,3008.9324324324325,146.0,24158.43,33556.7,38.9026522004948
JAYTON,Kent,37468,Non-Metro,517,0.0,9000.0,9000.0,17.408123791102515,0.0,0.0,0.0,0.0,1.0,1733777.0,3353.533849129594,106.0,24832.24,38474.83,54.93902281872275
PINE FOREST,Orange,57524,Non-Metro,516,12000.0,0.0,242000.0,468.9922480620155,0.0,77000.0,77000.0,149.2248062015504,1.5,9183877.0,17798.211240310076,128.0,128084.89,147585.18,15.224504623457142
OAKWOOD,Leon,53232,Non-Metro,514,50000.0,63000.0,113000.0,219.8443579766537,138000.0,0.0,138000.0,268.4824902723735,1.25,8405469.0,16353.05252918288,204.0,67301.66,126777.67,88.37227789032247
MORGAN,Bosque,49356,Non-Metro,511,2853000.0,909000.0,3875000.0,7583.170254403131,754000.0,0.0,754000.0,1475.5381604696672,1.0,3798518.0,7433.499021526419,204.0,26922.48,48602.69,80.52827971271593
SAN LEANNA,Travis,65552,Metro,507,2853000.0,909000.0,4055000.0,7998.027613412229,754000.0,0.0,754000.0,1487.179487179487,,,,,,,
BRIAROAKS,Johnson,10216,Metro,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,511188.0,1010.2529644268775,44.0,31013.07,58169.16,87.56337247489527
WEBBERVILLE,Travis,76924,Metro,504,91000.0,12000.0,106000.0,210.31746031746033,0.0,0.0,0.0,0.0,2.0,8492429.0,16850.05753968254,102.0,77633.56,151802.79,95.5375870950656
KNOLLWOOD,Grayson,39680,Metro,503,34000.0,55000.0,107000.0,212.72365805168985,0.0,0.0,0.0,0.0,2.0,1710239.0,3400.0775347912527,48.0,62665.67,107098.55,70.90465960070324
LEARY,Bowie,42028,Non-Metro,502,7000.0,49000.0,56000.0,111.55378486055777,1126000.0,0.0,1126000.0,2243.027888446215,1.0,24259792.0,48326.278884462154,150.0,111656.25,176033.14,57.65632465715087
BEAR CREEK,Hays,06242,Metro,500,67000.0,0.0,67000.0,134.0,0.0,0.0,0.0,0.0,,,,,,,
TALCO,Titus,71732,Non-Metro,497,61000.0,45000.0,109000.0,219.3158953722334,0.0,0.0,0.0,0.0,1.0,4096199.0,8241.849094567404,228.0,34240.91,70421.74,105.66550363293499
WILSON,Lynn,79612,Non-Metro,493,155000.0,32000.0,221000.0,448.2758620689655,1120000.0,0.0,1120000.0,2271.8052738336714,1.0,394242.0,799.6795131845842,174.0,19963.55,30784.69,54.2044876787946
GORDON,Palo Pinto,30272,Non-Metro,492,97000.0,100000.0,197000.0,400.4065040650407,1658000.0,82000.0,1740000.0,3536.5853658536585,1.5,7423879.0,15089.184959349594,236.0,73351.67,138168.44,88.36440942653385
BEDIAS,Grimes,07144,Non-Metro,490,46000.0,79000.0,125000.0,255.10204081632654,0.0,0.0,0.0,0.0,1.25,8247047.0,16830.708163265306,386.0,55665.73,100360.1,80.29063842331719
ROSE CITY,Orange,63200,Non-Metro,489,50000.0,269000.0,371000.0,758.6912065439673,176000.0,0.0,176000.0,359.91820040899796,1.5,19298606.0,39465.451942740285,244.0,241603.34,203365.4,-15.826743123667084
STAR HARBOR,Henderson,70076,Non-Metro,487,274000.0,0.0,274000.0,562.6283367556468,128000.0,0.0,128000.0,262.8336755646817,,523606.0,1075.1663244353183,110.0,,,
SCOTLAND,Archer,66284,Non-Metro,482,0.0,32000.0,32000.0,66.39004149377594,0.0,0.0,0.0,0.0,1.5,1497682.0,3107.2240663900416,108.0,22316.53,33363.8,49.50263324988251
SMYER,Hockley,68504,Non-Metro,480,124000.0,0.0,124000.0,258.3333333333333,38000.0,0.0,38000.0,79.16666666666667,2.0,,,,0.0,65198.26,inf
TIMBERCREEK CANYON,Randall,73030,Metro,479,140000.0,0.0,174000.0,363.25678496868477,0.0,0.0,0.0,0.0,,,,,,,
BLUM,Hill,09004,Non-Metro,476,56000.0,34000.0,99000.0,207.98319327731093,0.0,0.0,0.0,0.0,1.0,2155716.0,4528.81512605042,198.0,56435.74,42127.78,-25.3526577307217
LEFORS,Gray,42148,Non-Metro,475,72000.0,11000.0,83000.0,174.73684210526315,0.0,0.0,0.0,0.0,1.0,202657.0,426.6463157894737,36.0,12950.57,18454.94,42.50291686003009
GUSTINE,Comanche,31628,Non-Metro,474,34000.0,5000.0,41000.0,86.49789029535864,0.0,0.0,0.0,0.0,1.0,1556737.0,3284.2552742616035,108.0,29274.11,30757.5,5.067242010090142
BRAZOS COUNTRY,Austin,10090,Non-Metro,472,89000.0,42000.0,131000.0,277.54237288135596,0.0,0.0,0.0,0.0,1.0,1609460.0,3409.8728813559323,86.0,30288.41,45910.76,51.57864014651149
MILLSAP,Parker,48564,Metro,470,64000.0,84000.0,148000.0,314.8936170212766,0.0,0.0,0.0,0.0,1.25,4803151.0,10219.470212765957,604.0,95534.78,108286.27,13.347484549605918
DEAN,Clay,19456,Non-Metro,469,91000.0,0.0,91000.0,194.02985074626866,27000.0,0.0,27000.0,57.569296375266525,1.0,1131217.0,2411.9765458422175,70.0,10308.16,17137.14,66.24829261478284
OGLESBY,Coryell,53520,Non-Metro,464,29000.0,12000.0,73000.0,157.32758620689654,115000.0,0.0,115000.0,247.8448275862069,1.0,263459.0,567.7995689655172,190.0,16092.86,22991.61,42.868390081067005
KOSSE,Limestone,39844,Non-Metro,463,117000.0,157000.0,274000.0,591.792656587473,1735000.0,0.0,1735000.0,3747.3002159827215,2.0,7404311.0,15992.032397408208,192.0,129005.52,169369.0,31.288180536770827
UNION VALLEY,Hunt,74372,Non-Metro,461,0.0,41000.0,56000.0,121.47505422993493,0.0,0.0,0.0,0.0,1.0,,,,32490.19,44269.79,36.25586677086223
KENDLETON,Fort Bend,38848,Metro,458,168000.0,23000.0,191000.0,417.0305676855895,0.0,0.0,0.0,0.0,1.5,1635547.0,3571.0633187772924,72.0,21309.86,23954.76,12.411625416591182
AVERY,Red River,05072,Non-Metro,454,66000.0,50000.0,136000.0,299.5594713656388,25000.0,0.0,25000.0,55.06607929515418,1.0,2735985.0,6026.398678414097,168.0,34806.76,45418.14,30.48654916458756
BYERS,Clay,11644,Non-Metro,454,86000.0,20000.0,106000.0,233.48017621145374,0.0,0.0,0.0,0.0,1.0,676806.0,1490.7621145374449,68.0,17366.23,25200.0,45.10921483822338
HALLSBURG,Mclennan,31880,Metro,454,17000.0,17000.0,34000.0,74.8898678414097,0.0,0.0,0.0,0.0,1.0,1886115.0,4154.438325991189,88.0,14032.04,17355.29,23.683299078394874
HIGHLAND HAVEN,Burnet,33794,Non-Metro,445,204000.0,10000.0,214000.0,480.8988764044944,615000.0,0.0,615000.0,1382.0224719101125,2.0,,,,0.0,32737.8,inf
SKELLYTOWN,Carson,68120,Non-Metro,444,120000.0,21000.0,184000.0,414.4144144144144,99000.0,0.0,99000.0,222.97297297297297,2.0,257149.0,579.1644144144144,54.0,23395.92,36674.44,56.755707832818736
APPLEBY,Nacogdoches,03564,Non-Metro,444,0.0,43000.0,43000.0,96.84684684684684,0.0,0.0,0.0,0.0,1.0,,,,32235.36,51664.94,60.274121337562235
DISH,Denton,20540,Metro,442,149000.0,86000.0,249000.0,563.3484162895927,0.0,50000.0,50000.0,113.12217194570135,2.0,,,,48031.38,124654.5,159.52720908705933
BUFFALO SPRINGS LAKE,Lubbock,11155,Metro,441,0.0,0.0,0.0,0.0,82000.0,0.0,82000.0,185.94104308390024,,,,,,,
FRUITVALE,Van Zandt,27804,Non-Metro,437,0.0,0.0,0.0,0.0,957000.0,0.0,957000.0,2189.9313501144165,2.0,,,,34191.57,95334.16,178.82358136815597
ROSE HILL ACRES,Hardin,63272,Non-Metro,435,20000.0,0.0,40000.0,91.95402298850574,0.0,0.0,0.0,0.0,,,,,,,
GALLATIN,Cherokee,28008,Non-Metro,435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
IOLA,Grimes,36068,Non-Metro,433,18000.0,62000.0,80000.0,184.75750577367205,0.0,0.0,0.0,0.0,1.25,,,,42119.29,86038.97,104.27450225300569
MOUNT ENTERPRISE,Rusk,49728,Non-Metro,433,33000.0,267000.0,301000.0,695.1501154734411,0.0,0.0,0.0,0.0,2.0,18660811.0,43096.56120092379,396.0,158754.66,295218.44,85.95891295411423
LEAKEY,Real,42004,Non-Metro,431,0.0,275000.0,275000.0,638.0510440835267,0.0,0.0,0.0,0.0,1.5,28215301.0,65464.73549883991,526.0,212067.92,265428.15,25.16185852155291
OAK VALLEY,Navarro,53217,Non-Metro,427,2853000.0,909000.0,4055000.0,9496.48711943794,754000.0,0.0,754000.0,1765.807962529274,1.0,121492.0,284.5245901639344,34.0,4633.33,8235.25,77.73933650311979
ANGUS,Navarro,03288,Non-Metro,427,0.0,96000.0,96000.0,224.82435597189695,0.0,0.0,0.0,0.0,1.5,7003544.0,16401.742388758783,188.0,78518.88,120316.59,53.23268747592934
YANTIS,Wood,80440,Non-Metro,425,36000.0,105000.0,141000.0,331.7647058823529,0.0,80000.0,80000.0,188.23529411764707,1.5,7535831.0,17731.36705882353,528.0,80654.3,130727.16,62.08331111918397
FOLLETT,Lipscomb,26328,Non-Metro,424,128000.0,72000.0,200000.0,471.6981132075472,0.0,0.0,0.0,0.0,2.0,3731501.0,8800.709905660377,162.0,70222.5,83568.61,19.005461212574318
WHITEFACE,Cochran,78328,Non-Metro,423,92000.0,22000.0,136000.0,321.5130023640662,0.0,0.0,0.0,0.0,1.5,807723.0,1909.5106382978724,60.0,31627.2,36095.42,14.127776091465567
ROSSER,Kaufman,63404,Metro,422,0.0,23000.0,23000.0,54.502369668246445,0.0,0.0,0.0,0.0,1.0,614470.0,1456.090047393365,84.0,14207.61,19915.97,40.17818619739703
CHRISTINE,Atascosa,14860,Non-Metro,421,2853000.0,909000.0,3875000.0,9204.275534441806,754000.0,0.0,754000.0,1790.9738717339667,,,,,,,
MILANO,Milam,48336,Non-Metro,420,259000.0,140000.0,399000.0,950.0,0.0,0.0,0.0,0.0,1.5,14309742.0,34070.81428571429,222.0,103606.6,177726.2,71.5394579109825
AVINGER,Cass,05084,Non-Metro,419,68000.0,92000.0,177000.0,422.4343675417661,181000.0,0.0,181000.0,431.98090692124106,2.0,5897010.0,14074.009546539379,268.0,68448.64,100553.22,46.9031671045619
EVANT,Coryell,24864,Non-Metro,412,106000.0,0.0,106000.0,257.28155339805824,30000.0,0.0,30000.0,72.81553398058253,1.25,3261528.0,7916.330097087379,206.0,44950.67,80717.42,79.56889185411474
ORCHARD,Fort Bend,54192,Metro,412,96000.0,82000.0,178000.0,432.0388349514563,0.0,0.0,0.0,0.0,2.0,16414019.0,39839.851941747576,132.0,110860.23,65474.31,-40.93976712839221
KURTEN,Brazos,39940,Metro,410,0.0,4000.0,37000.0,90.2439024390244,0.0,0.0,0.0,0.0,1.0,,,,8685.38,16326.81,87.98037621842684
BAYVIEW,Cameron,06140,Metro,404,167000.0,24000.0,212000.0,524.7524752475248,0.0,0.0,0.0,0.0,1.0,41087.0,101.70049504950495,82.0,15374.47,35949.89,133.8284831932418
